"id";"parent_id";"level";"objectid";"objecttype";"querystatus";"querytime";"querytype";"message"
"20876";"None";"0";"npd.de";"seed";"";"None";"None";""
"20877";"20876";"1";"268232929583_10154305126224584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";"Die ""BILD""-Chemnitz befasst sich mit der Causa Bad Schlema. Über das inhaltliche Niveau nehmen wir an dieser Stelle besser keine Wertung vor.
Quelle: BILD, Ausgabe Chemnitz, 8. Oktober 2016"
"20878";"20876";"1";"268232929583_10154304916924584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";""
"20879";"20876";"1";"268232929583_10154304095369584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";"Nach dem Auffliegen des syrischen Bombenbauers in Chemnitz, der im letzten Jahr mit Hunderttausenden anderen Muslimen als Pseudo-Flüchtling ins Land kam, ist die NPD-Forderung aktueller denn je: Asylflut stoppen! Islamistischen Terror verhindern!"
"20880";"20876";"1";"268232929583_10154302482259584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";"Gratulation an Uwe Meenen, der heute auf dem Landesparteitag der Berliner #NPD zum neuen Vorsitzenden gewählt wurde. Ebenso ein ganz großer Dank an Sebastian Schmidtke, der sich künftig voll seiner Aufgabe in der Bundesführung widmen möchte."
"20881";"20876";"1";"268232929583_10154301941004584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";"Konkrete Hinweise auf geplanten Sprengstoffanschlag in Chemnitz: Fahndung nach einem 22-jährigen syrischen Asylbetrüger!"
"20882";"20876";"1";"268232929583_10154301911254584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";"Die regierenden Asyl-Lobbyisten haben dem Terror Tür und Tor geöffnet.

Nun steht in Chemnitz ein Syrer unter dringendem Verdacht, einen islamistischen Anschlag geplant zu haben!"
"20883";"20876";"1";"268232929583_10154301498669584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";"Jahrelang hieß es von den Machthabern, für Kindergärten, Schulen, Straßen, Familienförderung etc. sei kein Geld da... 

Für die Massenversorgung - und -betreuung illegaler Zuwanderer und Asyl-Schwindler spielt Geld plötzlich aber keine Rolle und die Steuermilliarden werden mit vollen Händen verschleudert.

Unsere alte Maxime ist aktueller denn je: 
DEUTSCHES GELD FÜR DEUTSCHE INTERESSEN!"
"20884";"20876";"1";"268232929583_10154298964684584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";"Schluss mit den Sanktionen gegen Russland und Syrien!

Bereits bei den Sanktionen gegen den Irak war es so, und auch heute ist es im Falle Syriens nicht anders: die Leidtragenden der verantwortungslosen Sanktionspolitik des Westens sind nicht die jeweiligen Regierungen, sondern die Schwächsten der jeweiligen Völker. 1996 bejahte die spätere US-Außenministerin Madeleine Albright die Frage, ob das US-amerikanische Embargo gegen den Irak, das über eine halbe Million Kindern im Irak das Leben gekostet hat, diesen Preis wert gewesen sei. Durch diese Politik wurde im Nahen und Mittleren Osten der Hass gegen den Westen gesät. 

Ebenso wird heute mit dem Leben unzähliger syrischer Kinder gespielt, um die syrische Regierung unter Druck zu setzen. Auch die Sanktionen gegen Russland schaden nicht der russischen Regierung um Staatspräsident Wladimir Putin, sondern der russischen und der deutschen Wirtschaft und damit Millionen Arbeitnehmern und ihren Familien. 

Statt Russland endlich als Partner im Kampf gegen die Terrormiliz des „Islamischen Staates“ (IS) zu betrachten, forderten nun mehrere CDU-Politiker die Erweiterung der Sanktionen gegen Moskau. Der CDU-Europaabgeordnete Elmar Brok fordert technologische Sanktionen gegen Russland, „wie wir das schon zu Zeiten des Kalten Krieges gemacht haben“. Diese Formulierung ist bemerkenswert, macht sie doch deutlich, dass das Säbelrasseln der letzten Monate und die Häufung militärischer Provokationen auf die Rückkehr des Kalten Krieges hinauslaufen soll. 

Auch der Vorsitzende des Auswärtigen Ausschusses des Bundestags, Norbert Röttgen, erklärte nun, dass Wirtschaftssanktionen gegen Russland einkalkuliert werden sollten. Brok und Röttgen verdingen sich somit als Sprachrohre der Kriegstreiber vor allem in der Regierung und im militärisch-industriellen Komplex der USA, die eher heute als morgen in einen heißen Krieg gegenüber Russland einsteigen wollen. 

Die russische Regierung hingegen hatte nun deutlich gemacht, dass sie bereit sei, einen französischen Resolutionsentwurf für eine Waffenruhe im syrischen Aleppo zu unterstützen. 

Es ist unverantwortlich, wie die Bundesregierung seelenruhig ein Flüchtlingsabkommen mit der türkischen Regierung unterzeichnen kann, die dem IS seit Jahren Nachschubrouten gewährt, während sie Russland und Syrien mit Sanktionen belegt, die den IS militärisch effektiv bekämpfen.

Die NPD fordert seit langem ein Ende der Sanktionspolitik gegen Russland und Syrien, weil sie den Konflikt nur verschärfen, aber keine Lösung herbeiführen kann. Außenpolitisches Ziel Deutschlands muss es sein, dem IS im Verbund mit anderen Staaten wirksam entgegenzutreten, um den Flüchtlingsstrom nach Europa zum Versiegen zu bringen. 

Doch dies wird nur gelingen, wenn man Russland und Syrien nicht mehr als Gegner, sondern als Partner auf Augenhöhe betrachtet.   

Ronny Zasowk

https://npd.de/schluss-mit-den-sanktionen-gegen-russland-und-syrien/"
"20885";"20876";"1";"268232929583_10154298942024584";"data";"fetched (200)";"2016-10-09 20:32:12.460000";"Facebook:<user>/posts";"VIDEO: Wie geht's weiter? Herbstinterview mit dem NPD-Parteivorsitzenden Frank Franz

Wie geht es weiter mit der NPD nach den Wahlen in Mecklenburg-Vorpommern und Berlin? Woran lag es, dass die Nationaldemokraten mit ihren Themen bei den Wählern nicht in einem ausreichenden Maße durchdringen konnten? Wie wirkte sich das Verfahren in Karlsruhe aus - und was ist hier zu erwarten? Diese und andere Fragen beantwortet der NPD-Parteivorsitzende Frank Franz im Herbstinterview mit DS-TV. Nüchtern analysiert er die Lage und zeigt auf, was getan werden muss, um die NPD als soziale und deutschfreundliche Alternative wieder stärker ins Bewusstsein der Bevölkerung zu rücken. Deutlich wird dabei: Nationale Identität, nationale Souveränität und nationale Solidarität blieben die Grundpfeiler des Handelns der NPD in ihrem Streben nach grundlegender politischer Veränderung.

Für den Ausbau von DS-TV, vor allem die Beschaffung weiterer Technik, brauchen wir Ihre Hilfe. Spenden Sie unter dem Verwendungszweck ""DS-TV"" an NPD, IBAN: DE 80 1005 0000 6600 0991 92, BIC: BELADEBEXXX

Abonnieren Sie auch unseren Youtube-Kanal: https://www.youtube.com/user/offensivTV"
